index,title,certificate,runtime,genre,desc,rating,votes
143,Special OPS,15+,49 min,"Action, Crime, Thriller            ",Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.,7.9,"6,074"
144,The Light Between Oceans,PG-13,133 min,"Drama, Romance            ",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,7.1,"60,848"
145,Dangerous,A,99 min,"Action, Romance, Thriller            ","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",8.2,"96,951"
146,Mili,UA,127 min,"Drama, Thriller            ","Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",8.5,"32,752"
147,The White Tiger,16,125 min,"Crime, Drama            ","Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",9.1,"17,470"
148,Gangs of Wasseypur,A,321 min,"Action, Comedy, Crime            ","Rudra, a senior police inspector is set on a mission to catch a wanted criminal with his personal life on stake.",8.3,"18,874"
149,Kaithi,UA,145 min,"Action, Adventure, Crime            ","After Canadian police apprehend a man they believe to be a notorious serial killer, the wife of one of his victims plots her revenge.",2.8,103
150,Gullak,12+,24 min,"Comedy, Drama, Family            ","In a small South Indian town, a seemingly routine minor case explodes into a twisted crime thriller that rips apart its social fabric.",8.2,"7,773"
151,Apharan,18+,45 min,"Action, Crime, Thriller            ","Divorced, jobless, hopeless. Three siblings plan a road trip together. Chandan, Chanchal & Chitvan. Together they start a hilarious journey, to find themselves and their relations..",8.5,"19,889"
152,Snowman,A,79 min,"Action, Drama            ","Mr. A, a fearless thief, steals valuable artifacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",6.5,"27,336"
153,Suzhal - The Vortex,UA 16+,46 min,"Crime, Drama, Thriller            ","In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine.",8.2,"87,210"
154,TVF Tripling,Not Rated,30 min,"Comedy, Drama            ","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",8.3,"55,070"
155,Dhoom:2,UA,152 min,"Action, Crime, Thriller            ",An intense poetic love story between two opposite characters.,8.1,84
156,K.G.F: Chapter 1,UA,156 min,"Action, Crime, Drama            ",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,8.3,"1,91,859"
157,Chhichhore,UA,143 min,"Comedy, Drama, Romance            ","Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.",7.1,"26,750"
158,Faadu,null,null,null,"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.",7.7,"7,473"
159,Dangal,U,161 min,"Action, Biography, Drama            ","Amidst the darkening backdrop of Delhi's apocalyptic air and escalating violence, two brothers devote their lives to protect one casualty of the turbulent times: the bird known as the Black Kite.",7.5,350
160,VR (Vikrant Rona),UA 13+,148 min,"Action, Crime, Drama            ","Follows Amala, whose seemingly perfect life is turned upside down after a scandalous video involving her goes viral, becoming a social pariah, but she fights on her own to try to get out of the hole.",9.5,779
161,Sir,15+,99 min,"Drama, Romance            ","Taking the leap out of the classic folklore, the story is set in today's time in Kashmir where Laila Majnu have problems relevant to the youth of today. While dealing with their feuding families a passionate love story unravels.",7.7,"3,528"
162,All That Breathes,null,97 min,Documentary            ,"Meet Mastram, the quintessential writer of the 80s who spoke the lingo of the Hindi heartland - literally. The 10 episodes feature stories of passion intertwined with turbulent day-to-day scenarios from Mastram's real life.",7.2,"3,210"
163,Jawan,null,null,"Action, Drama, Thriller            ","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",7.2,"58,088"
164,The Teacher,UA,121 min,"Drama, Thriller            ","ImMATURE follows the lives of three teenage boys - Dhruv, Chacha and Chutney who are in their final year of high school. They deal with the everyday ups and downs of being a teenager, including friendships, first love, heartbreak, etc.",8.7,"9,051"
165,Laila Majnu,UA,140 min,"Drama, Romance            ","In the backdrop of a small town, four childhood friends lead by Ginna who runs a tent house for his livelihood. Will Ginna reach his goal in the game of love and friendship?",7.1,"1,632"
166,Mastram,18,20 min,"Comedy, Fantasy            ",The lives of five women intersect in unexpected ways when an unforeseen event unravels the facade of their lives.,5.3,815
167,The Man Who Knew Infinity,U,108 min,"Biography, Drama            ",It follows the lives of two women as they find courage and love in exceptional circumstances.,6.6,"17,954"
168,ImMATURE,Not Rated,25 min,"Comedy, Drama, Romance            ","A young Pakistani man chasing corporate success on Wall Street finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.",6.8,"14,271"
169,Ginna,UA,136 min,"Action, Comedy, Drama            ",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,8.2,"79,208"
170,Hush Hush,A,44 min,Drama            ,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",8.4,"1,94,173"
171,Darlings,UA 16+,133 min,"Comedy, Drama, Thriller            ",Two couples from different generations confront their issues after marriage.,6.2,"37,286"
172,The Reluctant Fundamentalist,UA,130 min,"Drama, Thriller            ","A miraculous shape-shifting snake has the power to become a human. She can be anybody she wants: a wife, a seductress, a mistress, a damsel in distress--all in the name of revenge.",3.5,"3,972"
173,Zindagi Na Milegi Dobara,U,155 min,"Comedy, Drama, Musical            ","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",7.4,"50,609"
174,Taare Zameen Par,U,165 min,"Drama, Family            ","The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",5,"35,414"
175,Jug Jugg Jeeyo,UA,148 min,"Comedy, Drama, Family            ",An undercover assignment to expose a drug ring becomes a timid Mumbai constable's road to empowerment as she realizes her dormant sexuality's potential.,6.4,"5,603"
176,Naagin,13,60 min,"Drama, Fantasy, Mystery            ",An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,6.3,"80,096"
177,Kabhi Khushi Kabhie Gham...,U,210 min,"Drama, Musical, Romance            ","To seek revenge for his disappearance and to beat muttai ravi, the hero comes back strongly as police. Could the hero handle the even stronger muttai ravi? How did the hero get rid of muttai ravi? is the remaining story.",4.4,101
178,Dilwale,UA,158 min,"Action, Comedy, Drama            ","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.",6.7,"44,380"
179,She,16,null,"Crime, Drama            ","CM Rani Bharti is accused of misgovernance and 'jungle raj' in the state. With the crumbling political scenario and constant opposition, will she succeed in this game of power?",7.9,"8,232"
180,Delivery Man,UA,105 min,"Comedy, Drama            ","A passionate love story involving two couples which highlights the contrast between a regular, mature yet egoistic husband and a unique, happy go lucky, enamored, overzealous boy chasing after the love of his life.",7.6,"21,621"
181,Dsp,UA,144 min,Action            ,"In the fictitious city of Kaza, a warrior tribe is imprisoned, enslaved and tortured by a ruthless authoritarian Shudh Singh. Shamshera is a legend for his tribe who relentlessly fights for his tribe's freedom and dignity.",4.9,"56,227"
182,Om Shanti Om,UA,162 min,"Action, Comedy, Drama            ","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",7.9,"70,088"
183,Maharani,A,43 min,Drama            ,"During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",7.6,"53,143"
